imp_id,site_domain,ad_size,geo,hour,device_type,user_segment,deal_id,buyer_id,bidfloor,deal_type,past_win_rate,label
imp_13,fashionhub.com,300x250,US,20,tablet,sports_enthusiast,deal_97,buyer_4,0.42,private_auction,0.48,0
imp_14,news.com,300x250,IN,0,desktop,news_junkie,deal_37,buyer_7,1.42,private_auction,0.15,0
imp_14,news.com,300x250,IN,0,desktop,news_junkie,deal_8,buyer_10,1.5,preferred,0.75,1
imp_15,fashionhub.com,728x90,DE,16,mobile,sports_enthusiast,deal_11,buyer_3,0.23,preferred,0.68,1
imp_15,fashionhub.com,728x90,DE,16,mobile,sports_enthusiast,deal_16,buyer_10,0.57,preferred,0.62,1
imp_15,fashionhub.com,728x90,DE,16,mobile,sports_enthusiast,deal_75,buyer_10,1.09,private_auction,0.2,0
imp_16,news.com,728x90,IN,4,tablet,news_junkie,deal_41,buyer_2,0.12,preferred,0.07,0
imp_16,news.com,728x90,IN,4,tablet,news_junkie,deal_34,buyer_3,1.87,preferred,0.88,1
imp_17,news.com,728x90,DE,22,desktop,sports_enthusiast,deal_71,buyer_5,1.87,preferred,0.94,1
imp_17,news.com,728x90,DE,22,desktop,sports_enthusiast,deal_15,buyer_2,1.51,preferred,0.27,0
imp_17,news.com,728x90,DE,22,desktop,sports_enthusiast,deal_92,buyer_6,0.49,private_auction,0.51,1
imp_18,news.com,300x250,IN,8,mobile,sports_enthusiast,deal_99,buyer_3,1.31,private_auction,0.16,0
imp_18,news.com,300x250,IN,8,mobile,sports_enthusiast,deal_91,buyer_7,1.17,preferred,0.08,0
imp_19,news.com,160x600,US,11,tablet,fashion_lover,deal_17,buyer_1,0.69,preferred,0.9,1
imp_19,news.com,160x600,US,11,tablet,fashion_lover,deal_32,buyer_2,0.77,private_auction,0.97,0
imp_20,news.com,300x250,CA,13,mobile,fashion_lover,deal_43,buyer_7,1.62,preferred,0.27,0
imp_20,news.com,300x250,CA,13,mobile,fashion_lover,deal_14,buyer_7,1.76,private_auction,0.22,0
imp_20,news.com,300x250,CA,13,mobile,fashion_lover,deal_59,buyer_6,0.68,preferred,0.22,0
imp_21,sportsdaily.com,728x90,UK,2,desktop,news_junkie,deal_66,buyer_7,1.39,private_auction,0.94,1
imp_21,sportsdaily.com,728x90,UK,2,desktop,news_junkie,deal_34,buyer_3,1.2,private_auction,0.04,0
imp_21,sportsdaily.com,728x90,UK,2,desktop,news_junkie,deal_45,buyer_6,0.93,preferred,0.39,0
imp_22,sportsdaily.com,300x250,IN,0,tablet,fashion_lover,deal_56,buyer_2,1.9,private_auction,0.62,0
imp_22,sportsdaily.com,300x250,IN,0,tablet,fashion_lover,deal_16,buyer_5,1.06,private_auction,0.33,0
imp_23,fashionhub.com,300x250,CA,13,tablet,tech_savvy,deal_96,buyer_3,1.27,private_auction,0.41,0
imp_23,fashionhub.com,300x250,CA,13,tablet,tech_savvy,deal_39,buyer_5,0.5,private_auction,0.46,0
imp_23,fashionhub.com,300x250,CA,13,tablet,tech_savvy,deal_28,buyer_9,1.0,preferred,0.66,1
imp_24,fashionhub.com,160x600,DE,10,mobile,fashion_lover,deal_40,buyer_4,1.63,preferred,0.02,0
imp_24,fashionhub.com,160x600,DE,10,mobile,fashion_lover,deal_61,buyer_10,1.71,preferred,0.46,0
imp_24,fashionhub.com,160x600,DE,10,mobile,fashion_lover,deal_74,buyer_4,1.46,private_auction,0.49,1
imp_25,fashionhub.com,160x600,US,3,desktop,fashion_lover,deal_90,buyer_9,0.98,preferred,0.92,1
imp_26,news.com,728x90,DE,17,tablet,news_junkie,deal_79,buyer_9,0.91,private_auction,0.9,0
imp_26,news.com,728x90,DE,17,tablet,news_junkie,deal_61,buyer_8,0.59,preferred,0.84,1
imp_27,fashionhub.com,728x90,CA,8,desktop,sports_enthusiast,deal_37,buyer_4,0.62,private_auction,0.89,1
imp_27,fashionhub.com,728x90,CA,8,desktop,sports_enthusiast,deal_20,buyer_4,0.83,preferred,0.71,1
imp_27,fashionhub.com,728x90,CA,8,desktop,sports_enthusiast,deal_53,buyer_6,1.13,private_auction,0.06,0
imp_28,sportsdaily.com,160x600,US,18,desktop,tech_savvy,deal_46,buyer_5,1.53,private_auction,0.54,0
imp_29,fashionhub.com,300x250,IN,7,desktop,tech_savvy,deal_4,buyer_7,0.74,private_auction,0.72,0
imp_29,fashionhub.com,300x250,IN,7,desktop,tech_savvy,deal_17,buyer_10,1.11,private_auction,0.59,0
imp_30,news.com,160x600,IN,4,desktop,fashion_lover,deal_34,buyer_7,0.72,private_auction,0.33,0
imp_31,sportsdaily.com,728x90,IN,8,mobile,tech_savvy,deal_96,buyer_9,0.2,private_auction,0.22,1
imp_32,fashionhub.com,300x250,US,7,mobile,sports_enthusiast,deal_20,buyer_4,0.34,preferred,0.56,1
imp_32,fashionhub.com,300x250,US,7,mobile,sports_enthusiast,deal_90,buyer_5,1.56,preferred,0.61,0
imp_32,fashionhub.com,300x250,US,7,mobile,sports_enthusiast,deal_92,buyer_2,1.58,preferred,0.96,1
imp_33,news.com,728x90,DE,21,desktop,tech_savvy,deal_26,buyer_2,1.22,preferred,0.1,0
imp_33,news.com,728x90,DE,21,desktop,tech_savvy,deal_88,buyer_10,1.63,preferred,0.35,0
imp_33,news.com,728x90,DE,21,desktop,tech_savvy,deal_48,buyer_2,1.06,private_auction,0.01,0
imp_34,sportsdaily.com,300x250,IN,11,tablet,tech_savvy,deal_20,buyer_7,0.43,private_auction,0.62,0
imp_34,sportsdaily.com,300x250,IN,11,tablet,tech_savvy,deal_100,buyer_8,0.98,private_auction,0.32,0
imp_34,sportsdaily.com,300x250,IN,11,tablet,tech_savvy,deal_12,buyer_5,1.78,preferred,0.75,0
imp_35,fashionhub.com,728x90,UK,0,desktop,news_junkie,deal_63,buyer_4,0.77,private_auction,0.34,0
imp_36,fashionhub.com,728x90,DE,0,tablet,fashion_lover,deal_31,buyer_7,1.03,preferred,0.69,0
imp_37,sportsdaily.com,728x90,US,2,desktop,fashion_lover,deal_89,buyer_4,0.68,private_auction,0.47,0
imp_37,sportsdaily.com,728x90,US,2,desktop,fashion_lover,deal_55,buyer_9,0.73,private_auction,0.27,0
imp_38,news.com,160x600,CA,10,mobile,fashion_lover,deal_28,buyer_8,0.63,private_auction,0.98,0
imp_39,sportsdaily.com,300x250,UK,5,desktop,sports_enthusiast,deal_69,buyer_3,0.62,preferred,0.55,0
imp_39,sportsdaily.com,300x250,UK,5,desktop,sports_enthusiast,deal_17,buyer_8,0.29,preferred,0.57,0
imp_39,sportsdaily.com,300x250,UK,5,desktop,sports_enthusiast,deal_57,buyer_6,0.45,preferred,0.25,0
imp_40,news.com,300x250,IN,15,mobile,sports_enthusiast,deal_20,buyer_10,1.9,preferred,0.99,1
imp_41,sportsdaily.com,160x600,DE,19,mobile,tech_savvy,deal_57,buyer_5,1.73,private_auction,0.31,0
imp_41,sportsdaily.com,160x600,DE,19,mobile,tech_savvy,deal_79,buyer_2,1.9,preferred,0.63,1
imp_42,news.com,300x250,CA,5,tablet,sports_enthusiast,deal_1,buyer_7,0.96,private_auction,0.29,0
imp_43,fashionhub.com,728x90,IN,2,tablet,fashion_lover,deal_81,buyer_10,1.36,preferred,0.43,0
imp_43,fashionhub.com,728x90,IN,2,tablet,fashion_lover,deal_83,buyer_3,1.83,preferred,0.07,0
imp_44,sportsdaily.com,160x600,DE,9,desktop,sports_enthusiast,deal_89,buyer_5,1.43,private_auction,0.5,0
imp_44,sportsdaily.com,160x600,DE,9,desktop,sports_enthusiast,deal_11,buyer_10,0.18,private_auction,0.73,0
imp_45,news.com,300x250,CA,21,tablet,sports_enthusiast,deal_35,buyer_10,0.18,preferred,0.47,0
imp_45,news.com,300x250,CA,21,tablet,sports_enthusiast,deal_36,buyer_3,1.99,private_auction,0.63,0
imp_45,news.com,300x250,CA,21,tablet,sports_enthusiast,deal_12,buyer_8,0.76,private_auction,0.32,1
imp_46,news.com,728x90,IN,22,desktop,news_junkie,deal_52,buyer_9,0.17,preferred,0.31,0
imp_46,news.com,728x90,IN,22,desktop,news_junkie,deal_99,buyer_7,1.74,preferred,0.66,0
imp_46,news.com,728x90,IN,22,desktop,news_junkie,deal_53,buyer_1,0.46,private_auction,0.62,0
imp_47,sportsdaily.com,300x250,CA,8,tablet,fashion_lover,deal_57,buyer_8,0.33,preferred,0.71,1
imp_47,sportsdaily.com,300x250,CA,8,tablet,fashion_lover,deal_2,buyer_9,0.88,preferred,0.99,0
imp_48,sportsdaily.com,300x250,CA,15,tablet,news_junkie,deal_91,buyer_5,0.89,private_auction,0.98,1
imp_48,sportsdaily.com,300x250,CA,15,tablet,news_junkie,deal_71,buyer_3,0.83,preferred,0.86,1
imp_48,sportsdaily.com,300x250,CA,15,tablet,news_junkie,deal_54,buyer_6,1.88,private_auction,0.82,1
imp_49,sportsdaily.com,160x600,DE,21,desktop,fashion_lover,deal_69,buyer_8,0.76,private_auction,0.46,1
imp_49,sportsdaily.com,160x600,DE,21,desktop,fashion_lover,deal_25,buyer_4,1.19,preferred,0.86,1
imp_50,sportsdaily.com,160x600,IN,22,desktop,tech_savvy,deal_84,buyer_3,1.04,preferred,0.13,0
imp_50,sportsdaily.com,160x600,IN,22,desktop,tech_savvy,deal_43,buyer_2,1.76,private_auction,0.1,0
imp_50,sportsdaily.com,160x600,IN,22,desktop,tech_savvy,deal_2,buyer_3,0.88,preferred,0.07,0
imp_51,sportsdaily.com,728x90,DE,22,desktop,sports_enthusiast,deal_87,buyer_9,0.82,private_auction,0.63,0
imp_51,sportsdaily.com,728x90,DE,22,desktop,sports_enthusiast,deal_63,buyer_9,0.17,preferred,0.23,0
imp_52,sportsdaily.com,300x250,US,13,mobile,sports_enthusiast,deal_22,buyer_5,1.82,preferred,0.32,1
imp_52,sportsdaily.com,300x250,US,13,mobile,sports_enthusiast,deal_46,buyer_6,0.92,preferred,0.53,0
imp_53,news.com,300x250,CA,2,tablet,tech_savvy,deal_88,buyer_4,1.05,preferred,0.23,0
imp_53,news.com,300x250,CA,2,tablet,tech_savvy,deal_59,buyer_5,1.37,private_auction,0.9,0
imp_53,news.com,300x250,CA,2,tablet,tech_savvy,deal_21,buyer_2,0.94,private_auction,0.99,1
imp_54,sportsdaily.com,160x600,UK,14,desktop,fashion_lover,deal_62,buyer_2,0.55,private_auction,0.57,0
imp_54,sportsdaily.com,160x600,UK,14,desktop,fashion_lover,deal_38,buyer_1,1.96,private_auction,0.27,0
imp_55,fashionhub.com,160x600,US,19,tablet,tech_savvy,deal_100,buyer_4,1.25,private_auction,0.22,0
imp_55,fashionhub.com,160x600,US,19,tablet,tech_savvy,deal_33,buyer_3,1.29,preferred,0.31,0
imp_56,fashionhub.com,728x90,CA,2,desktop,news_junkie,deal_54,buyer_3,0.48,private_auction,0.53,0
imp_56,fashionhub.com,728x90,CA,2,desktop,news_junkie,deal_22,buyer_5,1.84,private_auction,0.97,1
imp_56,fashionhub.com,728x90,CA,2,desktop,news_junkie,deal_44,buyer_2,0.99,preferred,0.14,0
imp_57,fashionhub.com,160x600,IN,17,desktop,sports_enthusiast,deal_2,buyer_5,1.12,private_auction,0.37,0
imp_57,fashionhub.com,160x600,IN,17,desktop,sports_enthusiast,deal_34,buyer_10,0.82,private_auction,0.11,0
imp_58,news.com,160x600,DE,10,tablet,fashion_lover,deal_9,buyer_8,1.83,private_auction,0.65,1
imp_58,news.com,160x600,DE,10,tablet,fashion_lover,deal_6,buyer_1,0.68,private_auction,0.12,0
imp_58,news.com,160x600,DE,10,tablet,fashion_lover,deal_69,buyer_3,0.84,private_auction,0.67,0
imp_59,fashionhub.com,728x90,DE,23,tablet,fashion_lover,deal_84,buyer_2,1.68,private_auction,0.94,1
imp_59,fashionhub.com,728x90,DE,23,tablet,fashion_lover,deal_89,buyer_6,0.51,private_auction,0.95,0
imp_60,news.com,160x600,UK,17,tablet,news_junkie,deal_51,buyer_5,0.46,preferred,0.95,0
imp_61,news.com,160x600,CA,20,tablet,sports_enthusiast,deal_43,buyer_4,1.98,preferred,0.07,0
imp_62,news.com,160x600,CA,7,desktop,fashion_lover,deal_1,buyer_5,1.73,preferred,0.99,1
imp_62,news.com,160x600,CA,7,desktop,fashion_lover,deal_23,buyer_2,1.36,preferred,0.13,0
imp_62,news.com,160x600,CA,7,desktop,fashion_lover,deal_31,buyer_10,0.72,preferred,0.27,1
imp_63,sportsdaily.com,160x600,US,23,mobile,tech_savvy,deal_100,buyer_6,1.08,preferred,0.45,1
imp_63,sportsdaily.com,160x600,US,23,mobile,tech_savvy,deal_79,buyer_1,1.48,private_auction,0.46,0
imp_64,news.com,728x90,IN,13,tablet,sports_enthusiast,deal_92,buyer_8,0.24,preferred,0.32,1
imp_64,news.com,728x90,IN,13,tablet,sports_enthusiast,deal_17,buyer_5,1.29,private_auction,0.38,0
imp_65,sportsdaily.com,728x90,DE,19,desktop,sports_enthusiast,deal_15,buyer_9,1.47,preferred,0.43,0
imp_65,sportsdaily.com,728x90,DE,19,desktop,sports_enthusiast,deal_53,buyer_6,1.67,private_auction,0.42,1
imp_65,sportsdaily.com,728x90,DE,19,desktop,sports_enthusiast,deal_55,buyer_6,1.36,private_auction,0.95,0
imp_66,sportsdaily.com,300x250,US,2,mobile,tech_savvy,deal_96,buyer_6,1.64,preferred,0.59,0
imp_67,sportsdaily.com,160x600,US,13,desktop,tech_savvy,deal_7,buyer_5,1.24,private_auction,0.1,0
imp_67,sportsdaily.com,160x600,US,13,desktop,tech_savvy,deal_20,buyer_8,0.53,preferred,0.35,0
imp_67,sportsdaily.com,160x600,US,13,desktop,tech_savvy,deal_15,buyer_5,1.19,private_auction,0.85,0
imp_68,fashionhub.com,160x600,DE,0,tablet,news_junkie,deal_24,buyer_5,1.44,private_auction,0.92,1
imp_69,news.com,300x250,DE,21,desktop,sports_enthusiast,deal_95,buyer_1,0.27,preferred,0.38,0
imp_70,news.com,728x90,UK,23,desktop,sports_enthusiast,deal_20,buyer_3,1.53,preferred,0.67,1
imp_71,fashionhub.com,728x90,IN,19,desktop,tech_savvy,deal_28,buyer_9,0.32,private_auction,0.11,0
imp_71,fashionhub.com,728x90,IN,19,desktop,tech_savvy,deal_76,buyer_8,1.1,private_auction,0.05,0
imp_72,fashionhub.com,300x250,US,6,desktop,fashion_lover,deal_98,buyer_5,0.65,preferred,0.01,0
imp_73,news.com,300x250,IN,17,tablet,fashion_lover,deal_72,buyer_6,0.24,preferred,0.44,0
imp_73,news.com,300x250,IN,17,tablet,fashion_lover,deal_10,buyer_6,1.19,private_auction,0.71,1
imp_73,news.com,300x250,IN,17,tablet,fashion_lover,deal_15,buyer_7,0.14,private_auction,0.17,0
imp_74,sportsdaily.com,160x600,UK,2,desktop,sports_enthusiast,deal_56,buyer_10,0.86,preferred,0.4,0
imp_75,sportsdaily.com,300x250,UK,5,mobile,sports_enthusiast,deal_66,buyer_4,1.82,private_auction,0.35,0
imp_75,sportsdaily.com,300x250,UK,5,mobile,sports_enthusiast,deal_83,buyer_3,0.55,preferred,0.26,1
imp_75,sportsdaily.com,300x250,UK,5,mobile,sports_enthusiast,deal_20,buyer_2,0.44,private_auction,0.46,0
imp_76,fashionhub.com,728x90,DE,20,tablet,news_junkie,deal_41,buyer_3,0.94,private_auction,0.44,1
imp_76,fashionhub.com,728x90,DE,20,tablet,news_junkie,deal_36,buyer_10,0.21,preferred,0.31,0
imp_76,fashionhub.com,728x90,DE,20,tablet,news_junkie,deal_8,buyer_6,1.68,preferred,0.64,0
imp_77,news.com,160x600,DE,16,desktop,tech_savvy,deal_71,buyer_1,0.95,preferred,0.32,0
imp_77,news.com,160x600,DE,16,desktop,tech_savvy,deal_20,buyer_1,0.96,private_auction,0.98,1
imp_77,news.com,160x600,DE,16,desktop,tech_savvy,deal_83,buyer_3,0.17,private_auction,0.99,1
imp_78,fashionhub.com,300x250,UK,11,desktop,tech_savvy,deal_100,buyer_6,1.39,preferred,0.79,0
imp_78,fashionhub.com,300x250,UK,11,desktop,tech_savvy,deal_9,buyer_6,0.28,private_auction,0.28,0
imp_79,fashionhub.com,160x600,CA,10,mobile,fashion_lover,deal_40,buyer_7,0.35,preferred,0.31,0
imp_79,fashionhub.com,160x600,CA,10,mobile,fashion_lover,deal_43,buyer_3,1.37,preferred,0.65,1
imp_80,sportsdaily.com,300x250,UK,9,mobile,fashion_lover,deal_99,buyer_8,0.46,preferred,0.15,0
imp_80,sportsdaily.com,300x250,UK,9,mobile,fashion_lover,deal_13,buyer_9,1.56,preferred,0.66,0
imp_81,fashionhub.com,300x250,DE,12,mobile,fashion_lover,deal_89,buyer_10,1.64,preferred,0.72,1
imp_82,sportsdaily.com,160x600,CA,14,tablet,news_junkie,deal_58,buyer_4,1.11,private_auction,0.97,0
imp_82,sportsdaily.com,160x600,CA,14,tablet,news_junkie,deal_25,buyer_6,1.39,private_auction,0.46,1
imp_82,sportsdaily.com,160x600,CA,14,tablet,news_junkie,deal_49,buyer_9,1.1,preferred,0.82,0
imp_83,news.com,728x90,US,20,desktop,news_junkie,deal_14,buyer_9,1.72,private_auction,0.08,0
imp_83,news.com,728x90,US,20,desktop,news_junkie,deal_58,buyer_9,0.38,private_auction,0.09,0
imp_83,news.com,728x90,US,20,desktop,news_junkie,deal_58,buyer_6,1.87,private_auction,0.05,0
imp_84,news.com,728x90,US,11,mobile,sports_enthusiast,deal_13,buyer_6,1.6,preferred,0.04,0
imp_84,news.com,728x90,US,11,mobile,sports_enthusiast,deal_61,buyer_3,1.54,private_auction,0.45,1
imp_85,news.com,300x250,UK,6,mobile,tech_savvy,deal_100,buyer_5,0.55,preferred,0.05,0
imp_86,fashionhub.com,728x90,US,3,desktop,sports_enthusiast,deal_66,buyer_10,0.56,preferred,0.29,1
imp_86,fashionhub.com,728x90,US,3,desktop,sports_enthusiast,deal_46,buyer_4,1.18,preferred,0.66,1
imp_86,fashionhub.com,728x90,US,3,desktop,sports_enthusiast,deal_47,buyer_2,1.91,preferred,0.39,0
imp_87,fashionhub.com,728x90,UK,8,tablet,sports_enthusiast,deal_9,buyer_6,0.56,preferred,0.77,0
imp_87,fashionhub.com,728x90,UK,8,tablet,sports_enthusiast,deal_43,buyer_3,0.18,private_auction,0.81,1
imp_88,fashionhub.com,728x90,IN,20,mobile,fashion_lover,deal_92,buyer_8,0.17,preferred,0.04,0
imp_89,news.com,728x90,UK,16,desktop,tech_savvy,deal_5,buyer_4,0.64,preferred,0.87,1
imp_89,news.com,728x90,UK,16,desktop,tech_savvy,deal_16,buyer_6,0.93,private_auction,0.74,0
imp_90,sportsdaily.com,728x90,CA,15,tablet,tech_savvy,deal_67,buyer_5,1.62,private_auction,0.08,0
imp_90,sportsdaily.com,728x90,CA,15,tablet,tech_savvy,deal_24,buyer_9,0.66,preferred,0.08,0
imp_91,sportsdaily.com,728x90,DE,22,desktop,fashion_lover,deal_57,buyer_6,0.95,private_auction,0.61,0
imp_91,sportsdaily.com,728x90,DE,22,desktop,fashion_lover,deal_82,buyer_1,0.24,private_auction,0.36,0
imp_91,sportsdaily.com,728x90,DE,22,desktop,fashion_lover,deal_87,buyer_3,1.91,preferred,0.85,0
imp_92,sportsdaily.com,300x250,CA,2,mobile,news_junkie,deal_50,buyer_10,0.16,preferred,0.68,0
imp_92,sportsdaily.com,300x250,CA,2,mobile,news_junkie,deal_48,buyer_8,1.55,preferred,0.53,0
imp_93,fashionhub.com,728x90,CA,3,mobile,fashion_lover,deal_67,buyer_7,1.84,preferred,0.26,0
imp_93,fashionhub.com,728x90,CA,3,mobile,fashion_lover,deal_58,buyer_4,1.99,private_auction,0.69,0
imp_94,news.com,300x250,CA,2,desktop,fashion_lover,deal_57,buyer_2,1.64,private_auction,0.67,0
imp_94,news.com,300x250,CA,2,desktop,fashion_lover,deal_71,buyer_9,0.65,private_auction,0.85,0
imp_94,news.com,300x250,CA,2,desktop,fashion_lover,deal_90,buyer_3,1.61,preferred,0.12,0
imp_95,news.com,300x250,IN,0,desktop,news_junkie,deal_71,buyer_3,1.26,preferred,0.07,0
imp_95,news.com,300x250,IN,0,desktop,news_junkie,deal_92,buyer_8,1.1,private_auction,0.82,1
imp_96,sportsdaily.com,160x600,US,14,desktop,news_junkie,deal_100,buyer_9,1.32,preferred,0.77,1
imp_97,fashionhub.com,300x250,US,16,mobile,news_junkie,deal_21,buyer_6,1.88,preferred,0.35,0
imp_98,sportsdaily.com,300x250,UK,6,tablet,news_junkie,deal_81,buyer_5,1.27,preferred,0.5,1
imp_99,fashionhub.com,300x250,CA,21,tablet,news_junkie,deal_6,buyer_1,0.25,private_auction,0.65,0
imp_99,fashionhub.com,300x250,CA,21,tablet,news_junkie,deal_54,buyer_10,1.31,private_auction,0.89,1
imp_99,fashionhub.com,300x250,CA,21,tablet,news_junkie,deal_83,buyer_5,1.02,private_auction,0.3,1
imp_100,news.com,300x250,IN,13,desktop,tech_savvy,deal_44,buyer_10,0.37,private_auction,0.73,0
imp_101,sportsdaily.com,300x250,UK,16,tablet,sports_enthusiast,deal_31,buyer_8,0.33,private_auction,0.25,1
imp_101,sportsdaily.com,300x250,UK,16,tablet,sports_enthusiast,deal_38,buyer_7,1.74,private_auction,0.25,0
imp_102,news.com,728x90,DE,23,desktop,fashion_lover,deal_64,buyer_9,0.99,private_auction,0.5,1
imp_103,sportsdaily.com,160x600,IN,7,mobile,news_junkie,deal_7,buyer_5,1.04,private_auction,0.29,1
imp_104,news.com,728x90,CA,8,tablet,news_junkie,deal_47,buyer_1,0.86,preferred,0.36,0
imp_104,news.com,728x90,CA,8,tablet,news_junkie,deal_50,buyer_9,0.96,private_auction,0.83,0
imp_105,fashionhub.com,300x250,CA,3,desktop,news_junkie,deal_72,buyer_6,1.53,preferred,0.6,1
imp_105,fashionhub.com,300x250,CA,3,desktop,news_junkie,deal_6,buyer_1,0.17,private_auction,0.8,1
imp_106,news.com,160x600,DE,4,desktop,news_junkie,deal_51,buyer_10,1.5,private_auction,0.59,0
imp_107,fashionhub.com,160x600,IN,22,tablet,news_junkie,deal_3,buyer_6,0.73,preferred,0.98,1
imp_107,fashionhub.com,160x600,IN,22,tablet,news_junkie,deal_93,buyer_1,1.23,private_auction,0.97,0
imp_108,fashionhub.com,160x600,CA,23,mobile,tech_savvy,deal_68,buyer_10,1.57,private_auction,0.15,0
imp_109,news.com,160x600,US,6,mobile,tech_savvy,deal_54,buyer_3,0.88,preferred,0.41,0
imp_109,news.com,160x600,US,6,mobile,tech_savvy,deal_61,buyer_1,1.44,preferred,0.56,0
imp_110,sportsdaily.com,160x600,IN,10,mobile,tech_savvy,deal_44,buyer_9,0.77,private_auction,0.61,1
imp_110,sportsdaily.com,160x600,IN,10,mobile,tech_savvy,deal_32,buyer_5,1.16,preferred,0.94,0
imp_110,sportsdaily.com,160x600,IN,10,mobile,tech_savvy,deal_99,buyer_5,1.44,private_auction,0.32,0
imp_111,fashionhub.com,728x90,UK,3,tablet,tech_savvy,deal_45,buyer_3,0.65,private_auction,0.96,1
imp_111,fashionhub.com,728x90,UK,3,tablet,tech_savvy,deal_57,buyer_5,1.52,preferred,0.2,0
imp_112,fashionhub.com,160x600,UK,4,mobile,fashion_lover,deal_7,buyer_9,0.53,preferred,0.05,0
imp_113,fashionhub.com,728x90,US,21,mobile,sports_enthusiast,deal_21,buyer_7,1.34,private_auction,0.48,1
imp_113,fashionhub.com,728x90,US,21,mobile,sports_enthusiast,deal_37,buyer_6,0.64,preferred,0.91,1
imp_113,fashionhub.com,728x90,US,21,mobile,sports_enthusiast,deal_74,buyer_4,1.12,preferred,0.91,1
imp_114,news.com,300x250,IN,15,mobile,news_junkie,deal_2,buyer_5,1.18,preferred,0.93,1
imp_115,sportsdaily.com,160x600,DE,16,desktop,fashion_lover,deal_60,buyer_5,0.47,preferred,0.33,0
imp_115,sportsdaily.com,160x600,DE,16,desktop,fashion_lover,deal_83,buyer_5,1.47,preferred,0.74,0
imp_115,sportsdaily.com,160x600,DE,16,desktop,fashion_lover,deal_73,buyer_4,0.43,private_auction,0.83,1
imp_116,news.com,728x90,US,5,mobile,tech_savvy,deal_32,buyer_1,0.6,preferred,0.45,1
imp_116,news.com,728x90,US,5,mobile,tech_savvy,deal_43,buyer_5,1.21,preferred,0.26,0
imp_117,news.com,300x250,US,14,desktop,fashion_lover,deal_88,buyer_9,1.85,private_auction,0.69,0
imp_117,news.com,300x250,US,14,desktop,fashion_lover,deal_38,buyer_6,1.27,preferred,0.96,1
imp_118,sportsdaily.com,160x600,DE,11,desktop,tech_savvy,deal_86,buyer_4,1.55,preferred,0.53,0
imp_118,sportsdaily.com,160x600,DE,11,desktop,tech_savvy,deal_47,buyer_2,1.84,preferred,0.06,0
